Ime,Atribut,Level_Rank,Tip,ATK,DEF 
Artifact Caduceus,LIGHT,5,Fairy,1600,2400
Artifact Chakram,LIGHT,5,Fairy,1900,2000
Artifact Durendal,LIGHT,5,Fairy,2400,2100
Artifact Failnaught,LIGHT,5,Fairy,2000,1600
Artifact Labrys,LIGHT,5,Fairy,2300,1000
Artifact Lancea,LIGHT,5,Fairy,1700,2300
Artifact Moralltach,LIGHT,5,Fairy,2100,1400
Artifact Scythe,LIGHT,5,Fairy,2200,900
Artifact Vajra,LIGHT,5,Fairy,1800,1900
Assault Blackwing - Kunai the Drizzle,DARK,5,Winged Beast,2100,1600
Assault Blackwing - Sohaya the Rain Storm,DARK,5,Winged Beast,1500,2000
B.E.S. Crystal Core,WATER,5,Machine,2100,1000
Backup Warrior,EARTH,5,Warrior,2100,0
Barox,DARK,5,Fiend,1380,1530
Batteryman Charger,LIGHT,5,Thunder,1800,1200
Battle Steer,EARTH,5,Beast-Warrior,1800,1300
Berfomet,DARK,5,Fiend,1400,1800
Big Piece Golem,EARTH,5,Rock,2100,0
Big-Tusked Mammoth,EARTH,5,Beast,2000,1000
Blackwing - Boreas the Sharp,DARK,5,Winged Beast,1300,900
Blackwing - Brisote the Tailwind,DARK,5,Winged Beast,1200,1800
Blackwing - Gofu the Vague Shadow,DARK,5,Winged Beast,0,0
Blackwing - Gram the Shining Star,DARK,5,Winged Beast,2200,1500
Blackwing - Hillen the Tengu-wind,DARK,5,Winged Beast,0,2300
Blackwing - Sirocco the Dawn,DARK,5,Winged Beast,2000,900
Blue Dragon Ninja,WATER,5,Sea Serpent,2100,1200
Bottom Dweller,WATER,5,Fish,1650,1700
Brotherhood of the Fire Fist - Coyote,FIRE,5,Beast-Warrior,2000,500
Brotherhood of the Fire Fist - Swallow,FIRE,5,Beast-Warrior,2000,800
Byser Shock,DARK,5,Fiend,800,600
Cannon Soldier MK-2,EARTH,5,Machine,1900,1200
Catapult Turtle,WATER,5,Aqua,1000,2000
Catapult Warrior,EARTH,5,Warrior,1000,1500
"Celestia, Lightsworn Angel",LIGHT,5,Fairy,2300,200
Chimeratech Rampage Dragon,DARK,5,Machine,2100,1600
Chronomaly Moai,EARTH,5,Rock,1800,1600
Chronomaly Moai Carrier,EARTH,5,Rock,900,1800
Chronomaly Tula Guardian,EARTH,5,Rock,1800,900
Chronomaly Winged Sphinx,EARTH,5,Rock,1600,1900
Cloudian - Nimbusman,WATER,5,Fairy,1000,1000
Cockadoodledoo,WIND,5,Winged Beast,1600,2000
Combo Master,WIND,5,Warrior,2200,1500
Confronting the &quot;C&quot;,EARTH,5,Insect,1100,2500
Constellar Pleiades,LIGHT,5,Warrior,2500,1500
Constellar Virgo,LIGHT,5,Fairy,2300,1600
Constellar Zubeneschamali,LIGHT,5,Machine,2100,1400
Cosmic Fortress Gol'gar,LIGHT,5,Reptile,2600,1800
Crawling Dragon,EARTH,5,Dragon,1600,1400
Crimson Knight Vampire Bram,DARK,5,Zombie,2500,0
Crystron Ametrix,WATER,5,Machine,2500,1500
Crystron Sulfefnir,WATER,5,Machine,2000,1500
Curse of Dragon,DARK,5,Dragon,2000,1500
Curse of Dragonfire,DARK,5,Dragon,2000,1500
CXyz Comics Hero Legend Arthur,EARTH,5,Warrior,3000,2400
CXyz Dark Fairy Cheer Girl,DARK,5,Fairy,2500,1900
Cyber Angel Natasha,LIGHT,5,Fairy,1000,1000
Cyber Dragon,LIGHT,5,Machine,2100,1600
Cyber Dragon Nova,LIGHT,5,Machine,2100,1600
Cyber Ogre,EARTH,5,Machine,1900,1200
Cyber Saurus,EARTH,5,Machine,1800,1400
Cyber Shark,WATER,5,Fish,2100,2000
Cyber Tutubon,EARTH,5,Warrior,1800,1600
Cyber-Tech Alligator,WIND,5,Machine,2500,1600
D.D.M. - Different Dimension Master,LIGHT,5,Spellcaster,1700,1500
D/D Pandora,DARK,5,Fiend,1700,2100
D/D Proud Chevalier,DARK,5,Fiend,2000,700
D/D/D Marksman King Tell,DARK,5,Fiend,2300,2000
Daigusto Gulldos,WIND,5,Psychic,2200,800
Dark Balter the Terrible,DARK,5,Fiend,2000,1200
Dark General Freed,DARK,5,Warrior,2300,1700
Dark Requiem Xyz Dragon,DARK,5,Dragon,3000,2500
Dark Scorpion - Gorg the Strong,DARK,5,Warrior,1800,1500
Dark Summoning Beast,DARK,5,Fiend,0,0
Dark Witch,LIGHT,5,Fairy,1800,1700
Darkflare Dragon,DARK,5,Dragon,2400,1200
Darklord Edeh Arae,DARK,5,Fairy,2300,2000
Darklord Marie (Updated from: Marie the Fallen One),DARK,5,Fiend,1700,1200
Darknight Parshath,DARK,5,Fairy,1900,1400
Deepsea Shark,WATER,5,Fish,1900,1600
Deepsea Warrior,WATER,5,Warrior,1600,1800
"Denglong, First of the Yang Zing",LIGHT,5,Wyrm,0,2800
Depth Shark,WATER,5,Fish,1400,0
Des Frog,WATER,5,Aqua,1900,0
Deskbot 005,EARTH,5,Machine,500,500
Destiny HERO - Dynatag,DARK,5,Warrior,1000,1000
Diabound Kernel,DARK,5,Fiend,1800,1200
Different Dimension Dragon,LIGHT,5,Dragon,1200,1500
Digital Bug Corebage,LIGHT,5,Insect,2200,1800
"Digvorzhak, King of Heavy Industry",EARTH,5,Machine,3200,2000
Dinomist Brachion,WATER,5,Machine,2000,800
Dinomist Ceratops,WATER,5,Machine,2100,400
Dinomist Rex,WATER,5,Machine,2400,2200
Dinomist Spinos,WATER,5,Machine,2500,1800
Disenchanter,LIGHT,5,Spellcaster,2000,2300
Divine Dragon - Excelion,LIGHT,5,Dragon,1500,900
Divine Dragon Aquabizarre,WATER,5,Sea Serpent,2100,1500
Doma The Angel of Silence,DARK,5,Fairy,1600,1400
Dragon Ice,WATER,5,Dragon,1800,2200
Dragunity Angusticlavii,WIND,5,Winged Beast,2100,1000
Dragunity Primus Pilus,WIND,5,Winged Beast,2200,1600
Dungeon Worm,EARTH,5,Insect,1800,1500
Eagle Shark,WATER,5,Fish,1000,1800
Earth Armor Ninja,EARTH,5,Warrior,1600,1200
Earthquake Giant,EARTH,5,Rock,1600,2100
Egotistical Ape,EARTH,5,Beast,1200,1200
El Shaddoll Winda,DARK,5,Spellcaster,2200,800
Elegy the Melodious Diva,LIGHT,5,Fairy,2000,1200
Elemental HERO Mariner,WATER,5,Warrior,1400,1000
Elemental HERO Necroshade,DARK,5,Warrior,1600,1800
Elemental HERO Steam Healer,WATER,5,Warrior,1800,1000
Emperor of Prophecy,DARK,5,Spellcaster,2300,2300
Empress of Prophecy,LIGHT,5,Spellcaster,2000,1700
Endless Decay,DARK,5,Zombie,0,0
Enraged Muka Muka,EARTH,5,Rock,1200,600
Evilswarm Golem,DARK,5,Rock,2150,1250
Evolsaur Darwino,FIRE,5,Dinosaur,2200,700
"Exa, Enforcer of the Nekroz",WATER,5,Dragon,2000,1000
Fabled Ragin,LIGHT,5,Fiend,2300,1800
Fiend Skull Dragon,WIND,5,Dragon,2000,1200
Final Psychic Ogre,EARTH,5,Psychic,2200,1700
Flame Champion,FIRE,5,Pyro,1900,1300
Flame Swordsman,FIRE,5,Warrior,1800,1600
Flamvell Fiend,FIRE,5,Fiend,2100,1200
Flower Wolf,EARTH,5,Beast,1800,1400
Flying Saucer Muusik'i,LIGHT,5,Machine,1000,2000
Fortune Lady Dark,DARK,5,Spellcaster,0,0
Foucault's Cannon,DARK,5,Spellcaster,2200,1200
Freed the Matchless General,EARTH,5,Warrior,2300,1700
Frightfur Sheep,DARK,5,Fiend,2000,2000
Frozen Fitzgerald,WATER,5,Fiend,2500,2500
Galaxy Soldier,LIGHT,5,Machine,2000,0
Ganbara Lancer,LIGHT,5,Warrior,1000,2000
Garbage Lord,DARK,5,Fiend,0,2400
Garoozis,FIRE,5,Beast-Warrior,1800,1500
Gatekeeper,DARK,5,Machine,1500,1800
Gazer Shark,WATER,5,Fish,1000,1900
Gem-Knight Lady Lapis Lazuli,EARTH,5,Rock,2400,1000
Gem-Knight Seraphinite,EARTH,5,Fairy,2300,1400
Genex Ally Reliever,DARK,5,Machine,2200,1000
Genex Furnace,FIRE,5,Pyro,2000,1300
Ghost Knight of Jackal,EARTH,5,Beast-Warrior,1700,1600
Ghost Ship,LIGHT,5,Fiend,1900,1000
Giant Axe Mummy,EARTH,5,Zombie,1700,2000
Giant Turtle Who Feeds on Flames,WATER,5,Aqua,1400,1800
Giga Gagagigo,WATER,5,Reptile,2450,1500
Giganto,DARK,5,Machine,1700,1800
Gigastone Omega,EARTH,5,Rock,1000,2300
Giltia the D. Knight,LIGHT,5,Warrior,1850,1500
Gladiator Beast Essedarii,EARTH,5,Beast,2500,1400
Gladiator Beast Noxious,DARK,5,Beast-Warrior,0,1000
Gladiator Beast Spartacus,EARTH,5,Dinosaur,2200,1600
"Goldd, Wu-Lord of Dark World",DARK,5,Fiend,2300,1400
Goyo Chaser,EARTH,5,Warrior,1900,1000
Grandmaster of the Six Samurai,EARTH,5,Warrior,2100,800
Grasschopper,EARTH,5,Insect,2350,1000
Gravekeeper's Chief,DARK,5,Spellcaster,1900,1200
Graydle Slime,WATER,5,Aqua,0,2000
Great Long Nose,DARK,5,Beast-Warrior,1900,1700
Guardian Grarl,EARTH,5,Dinosaur,2500,1000
Guardian Sphinx,EARTH,5,Rock,1700,2400
Guardian Tryce,LIGHT,5,Thunder,1900,1700
Hade-Hane,EARTH,5,Beast,900,1000
Handcuffs Dragon,WIND,5,Dragon,1800,1800
Helpoemer,DARK,5,Fiend,2000,1400
Hercules Beetle,EARTH,5,Insect,1500,2000
Hi-Speedroid Chanbara,WIND,5,Machine,2000,1000
Hi-Speedroid Hagoita,WIND,5,Machine,2000,1000
Hieratic Dragon of Eset,LIGHT,5,Dragon,1900,1200
Hieratic Dragon of Nebthet,LIGHT,5,Dragon,2000,1600
Hunter Spider,EARTH,5,Insect,1600,1400
Ice Princess Zereort,WATER,5,Winged Beast,2500,2100
Igknight Cavalier,FIRE,5,Warrior,2400,1200
Igknight Margrave,FIRE,5,Warrior,1500,2500
"Ignis Heat, the True Dracowarrior",FIRE,5,Wyrm,2400,1000
Ignoble Knight of Black Laundsallyn,DARK,5,Warrior,2000,800
Ignoble Knight of High Laundsallyn,DARK,5,Warrior,2100,900
Illusionist Faceless Mage,DARK,5,Spellcaster,1200,2200
Infernoid Piaty,FIRE,5,Fiend,2200,0
Interplanetarypurplythorny Beast,DARK,5,Beast,1100,2200
Interplanetarypurplythorny Dragon,DARK,5,Dragon,2200,1100
Invitation to a Dark Sleep,DARK,5,Spellcaster,1500,1800
Invoked Raidjin,WIND,5,Warrior,2200,2400
Inzektor Exa-Stag,DARK,5,Insect,800,800
Inzektor Giga-Cricket,DARK,5,Insect,2000,1300
Jack's Knight,LIGHT,5,Warrior,1900,1000
Jet Warrior,FIRE,5,Warrior,2100,1200
Junk Warrior,DARK,5,Warrior,2300,1300
Jurrac Velphito,FIRE,5,Dinosaur,0,0
Kaiser Vorse Raider,DARK,5,Beast-Warrior,1900,1200
Kaminari Attack,WIND,5,Thunder,1900,1400
Karakuri Ninja mdl 7749 &quot;Nanashick&quot;,EARTH,5,Machine,2200,1800
King of Yamimakai,DARK,5,Fiend,2000,1530
King Pyron,FIRE,5,Pyro,1500,500
Kiryu,DARK,5,Dragon,2000,1500
Kiwi Magician Girl,WIND,5,Spellcaster,1800,1200
Koa'ki Meiru Ghoulungulate,EARTH,5,Zombie,2500,1700
Kozmo Delta Shuttle,DARK,5,Machine,2000,2000
Kozmo Sliprider,LIGHT,5,Machine,2300,800
Kozmoll Dark Lady,DARK,5,Psychic,2200,1800
Labyrinth Wall,EARTH,5,Rock,0,3000
Lava Battleguard,EARTH,5,Warrior,1550,1800
Laval Burner,FIRE,5,Pyro,2100,1000
Laval Dual Slasher,FIRE,5,Warrior,2400,200
Lavalval Dragon,FIRE,5,Dragon,2000,1100
Legendary Six Samurai - Shi En,DARK,5,Warrior,2500,1400
Leogun,EARTH,5,Beast,1750,1550
Lesser Fiend,DARK,5,Fiend,2100,1000
Linkslayer,EARTH,5,Cyberse,2000,600
Luminous Soldier,LIGHT,5,Warrior,2100,1400
Madolche Puddingcess,EARTH,5,Fairy,1000,1000
Madolche Puddingcess Chocolat-a-la-Mode,EARTH,5,Fairy,2500,2200
Magical Android,LIGHT,5,Psychic,2400,1700
Magical Marionette,DARK,5,Spellcaster,2000,1000
"Majesty Maiden, the True Dracocaster",WIND,5,Wyrm,2300,1500
Majioshaleon,WATER,5,Reptile,2000,800
Man-eating Black Shark,WATER,5,Fish,2100,1300
Mandragon,EARTH,5,Plant,2500,1000
Marine Beast,WATER,5,Fish,1700,1600
Master Monk,EARTH,5,Rock,1900,1000
Mecha Sea Dragon Plesion,WATER,5,Machine,2300,2300
Mefist the Infernal General,DARK,5,Fiend,1800,1700
Megasonic Eye,DARK,5,Machine,1500,1800
Memory Crush King,DARK,5,Fiend,2000,0
Metal Fish,WATER,5,Machine,1600,1900
Metal Guardian,DARK,5,Fiend,1150,2150
Metal Shooter,LIGHT,5,Machine,800,800
Metalfoes Adamante,FIRE,5,Psychic,2500,2500
Millennium Scorpion,EARTH,5,Insect,2000,1800
Millennium Shield,EARTH,5,Warrior,0,3000
Misairuzame,WATER,5,Fish,1400,1600
Mist Archfiend,DARK,5,Fiend,2400,0
Mist Valley Executor,WIND,5,Thunder,2100,1600
Molten Behemoth,FIRE,5,Pyro,1000,2200
Monster Tamer,EARTH,5,Warrior,1800,1600
Morinphen,DARK,5,Fiend,1550,1300
Mr. Volcano,FIRE,5,Pyro,2100,1300
Musician King,LIGHT,5,Spellcaster,1750,1500
Naturia Bamboo Shoot,EARTH,5,Plant,2000,2000
Naturia Beast,EARTH,5,Beast,2200,1700
Naturia Hydrangea,EARTH,5,Plant,1900,2000
Needle Burrower,DARK,5,Machine,1700,1700
Nekroz of Catastor,WATER,5,Dragon,2200,1200
Noble Knight Eachtar,DARK,5,Warrior,1600,2000
Nobleman-Eater Bug,EARTH,5,Insect,900,1200
Number 12: Crimson Shadow Armor Ninja,EARTH,5,Warrior,2400,1700
Number 14: Greedy Sarameya,DARK,5,Beast,2500,1500
Number 19: Freezadon,WATER,5,Dinosaur,2000,2500
Number 33: Chronomaly Machu Mech,LIGHT,5,Machine,2400,1500
Number 53: Heart-eartH,DARK,5,Fiend,100,100
Number 61: Volcasaurus,FIRE,5,Dinosaur,2500,1000
Number 73: Abyss Splash,WATER,5,Warrior,2400,1400
Number 94: Crystalzero,WATER,5,Warrior,2200,1600
Number C101: Silent Honor DARK,WATER,5,Aqua,2800,1500
Number C102: Archfiend Seraph,LIGHT,5,Fairy,2900,2400
Number C103: Ragnafinity,WATER,5,Fairy,2800,2400
Number C104: Umbral Horror Masquerade,DARK,5,Spellcaster,3000,1500
Number C105: Battlin' Boxer Comet Cestus,FIRE,5,Warrior,2800,2000
Number C106: Giant Red Hand,EARTH,5,Rock,2600,2000
Number C39: Utopia Ray V,LIGHT,5,Warrior,2600,2000
Number C39: Utopia Ray Victory,LIGHT,5,Warrior,2800,2500
Number C69: Heraldry Crest of Horror,LIGHT,5,Psychic,4000,1800
Number C80: Requiem in Berserk,DARK,5,Fiend,0,2000
Number S39: Utopia the Lightning,LIGHT,5,Warrior,2500,2000
Numen erat Testudo,WATER,5,Aqua,1800,0
Octoberser,WATER,5,Aqua,1600,1400
Ocubeam,LIGHT,5,Fairy,1550,1650
Odd-Eyes Persona Dragon,DARK,5,Dragon,1200,2400
Ojama Knight,LIGHT,5,Beast,0,2500
Oracle of the Sun,LIGHT,5,Spellcaster,1000,2000
Orca Mega-Fortress of Darkness,WATER,5,Sea Serpent,2100,1200
Overlay Booster,LIGHT,5,Warrior,2000,0
Pair Cycroid,EARTH,5,Machine,1600,1200
Panther Shark,WATER,5,Fish,1100,2000
Panzer Dragon,LIGHT,5,Machine,1000,2600
Parrot Dragon,WIND,5,Dragon,2000,1300
Patrician of Darkness,DARK,5,Zombie,2000,1400
Peacock,WIND,5,Winged Beast,1700,1500
Performapal Dag Daggerman,EARTH,5,Warrior,2000,600
Performapal Drummerilla,EARTH,5,Beast,1600,900
Performapal Gumgumouton,EARTH,5,Beast,900,2400
Performapal Odd-Eyes Light Phoenix,LIGHT,5,Winged Beast,2000,1000
Performapal Partnaga,EARTH,5,Reptile,500,2100
Performapal Sellshell Crab,WATER,5,Aqua,500,2500
Performapal Springoose,WIND,5,Winged Beast,1100,2400
Photon Slasher,LIGHT,5,Warrior,2100,1000
Power Invader,DARK,5,Fiend,2200,0
Pragtical,EARTH,5,Dinosaur,1900,1500
Predaplant Drosophyllum Hydra,DARK,5,Plant,800,2300
Prediction Princess Crystaldine,WATER,5,Fairy,1400,2200
Prime Material Falcon,WIND,5,Winged Beast,2200,800
Primitive Butterfly,WIND,5,Insect,1200,900
Qliphort Monolith,EARTH,5,Machine,2400,1000
Qliphort Scout,EARTH,5,Machine,1000,2800
Queen Bird,WIND,5,Winged Beast,1200,2000
Queen of Autumn Leaves,EARTH,5,Plant,1800,1500
Quickdraw Synchron,WIND,5,Machine,700,1400
Rage of the Deep Sea,WATER,5,Fish,0,0
Raidraptor - Blaze Falcon,DARK,5,Winged Beast,1000,2000
Raidraptor - Stranger Falcon,DARK,5,Winged Beast,2000,2000
Reaper of the Cards,DARK,5,Fiend,1380,1930
Reaper on the Nightmare,DARK,5,Zombie,800,600
"Reeze, Whirlwind of Gusto",WIND,5,Psychic,1900,1400
Royal Knight of the Ice Barrier,WATER,5,Warrior,2000,2000
Rude Kaiser,EARTH,5,Beast-Warrior,1800,1600
Sacred Noble Knight of King Artorigus,LIGHT,5,Warrior,2200,2200
Salvage Warrior,WATER,5,Warrior,1900,1600
"Samsara, Dragon of Rebirth",DARK,5,Dragon,100,2600
Sand Stone,EARTH,5,Rock,1300,1600
Satellite Cannon,LIGHT,5,Machine,0,0
Scarred Warrior,EARTH,5,Warrior,2100,1000
Scrap Golem,EARTH,5,Rock,2300,1400
Scrap Soldier,EARTH,5,Warrior,2100,700
Sea Dragon Lord Gishilnodon,WATER,5,Sea Serpent,2300,1800
Sea Lancer,WATER,5,Beast-Warrior,1300,1000
Sea Monster of Theseus,WATER,5,Zombie,2200,1800
Shaddoll Beast,DARK,5,Spellcaster,2200,1700
Shadow Ghoul,DARK,5,Zombie,1600,1300
Shadow Vampire,DARK,5,Zombie,2000,0
Shapesnatch,DARK,5,Machine,1200,1700
Shark Cruiser,WATER,5,Fish,1800,2200
Shark Fortress,DARK,5,Fish,2400,1800
Silent Swordsman LV5,LIGHT,5,Warrior,2300,1000
"Sillva, Warlord of Dark World",DARK,5,Fiend,2300,1400
Sirenorca,WATER,5,Winged Beast,2200,1000
Sky Dragoons of Draconia,WIND,5,Winged Beast,2200,200
Solar Wind Jammer,LIGHT,5,Machine,800,800
Space-Time Police,WIND,5,Psychic,2300,1500
Spawn Alligator,WATER,5,Reptile,2200,1000
Speedroid Rubberband Plane,WIND,5,Machine,1800,0
Spell Canceller,WIND,5,Machine,1800,1600
Sphere of Chaos,DARK,5,Machine,1600,0
Spike Seadra,WATER,5,Sea Serpent,1600,1300
Spikebot,DARK,5,Machine,1800,1700
Stargazer Magician,DARK,5,Spellcaster,1200,2400
Steel Ogre Grotto #1,EARTH,5,Machine,1400,1800
Steelswarm Mantis,DARK,5,Fiend,2200,0
Stellarknight Constellar Diamond,LIGHT,5,Wyrm,2700,2000
Stone Ogre Grotto,EARTH,5,Rock,1600,1500
Stygian Sergeants,DARK,5,Fiend,2200,1800
Subterror Behemoth Stygokraken,EARTH,5,Sea Serpent,1400,2600
Succubus Knight,DARK,5,Warrior,1650,1300
Summon Reactor ・SK,DARK,5,Machine,2000,1400
Super Quantal Mech Beast Magnaliger,FIRE,5,Machine,2600,2000
Super Quantum Red Layer,FIRE,5,Warrior,2000,800
Super-Electromagnetic Voltech Dragon,LIGHT,5,Thunder,2400,1000
Superheavy Samurai Big Waraji,EARTH,5,Machine,800,1800
Superheavy Samurai Transporter,EARTH,5,Machine,1200,1800
Svartalf of the Nordic Alfar,DARK,5,Spellcaster,1400,1600
Swamp Battleguard,EARTH,5,Warrior,1800,1500
Swarm of Crows,DARK,5,Winged Beast,1200,1800
Sword Slasher,DARK,5,Machine,1450,1500
Sylvan Lotuswain,WATER,5,Plant,2300,1100
Symphonic Warrior Miccs,WIND,5,Machine,2300,1100
T.G. Hyper Librarian,DARK,5,Spellcaster,2400,1800
T.G. Power Gladiator,EARTH,5,Warrior,2300,1000
T.G. Wonder Magician,LIGHT,5,Spellcaster,1900,0
"Taotie, Shadow of the Yang Zing",DARK,5,Wyrm,2200,0
Tenmataitei,DARK,5,Warrior,2400,1000
Terrorking Salmon,WATER,5,Fish,2400,1000
"Tethys, Goddess of Light",LIGHT,5,Fairy,2400,1800
Teva,LIGHT,5,Warrior,2000,1500
The Agent of Entropy - Uranus,DARK,5,Fairy,2200,1200
The Earl of Demise,DARK,5,Fiend,2000,700
The Great Emperor Penguin,WATER,5,Aqua,1800,1500
The Legendary Fisherman,WATER,5,Warrior,1850,1600
The Tricky,WIND,5,Spellcaster,2000,1200
Thousand-Eyes Jellyfish,WATER,5,Fish,300,2100
Thunder Dragon,LIGHT,5,Thunder,1600,1500
Thunder Unicorn,LIGHT,5,Beast,2200,1800
"Tiras, Keeper of Genesis",LIGHT,5,Fairy,2600,1700
Toon Cyber Dragon,LIGHT,5,Machine,2100,1600
Trent,EARTH,5,Plant,1500,1800
Turret Warrior,EARTH,5,Warrior,1200,2000
Two Thousand Needles,EARTH,5,Beast,2000,1800
U.A. Mighty Slugger,EARTH,5,Warrior,2300,700
U.A. Perfect Ace,EARTH,5,Warrior,1500,2500
Ultimate Insect LV5,WIND,5,Insect,2300,900
Vampire Dragon,DARK,5,Zombie,2400,0
Vampire Duke,DARK,5,Zombie,2000,0
Vampire Lord,DARK,5,Zombie,2000,1500
Venom Boa,EARTH,5,Reptile,1600,1200
"Ventdra, the Empowered Warrior",WIND,5,Warrior,2000,800
Vermillion Sparrow,FIRE,5,Pyro,1900,1500
Vice Dragon,DARK,5,Dragon,2000,2400
Volcanic Hammerer,FIRE,5,Pyro,2400,1500
Vortex the Whirlwind,WIND,5,Winged Beast,2100,700
Wind-Up Arsenal Zenmaioh,WIND,5,Machine,2600,1900
Woodborg Inpachi,FIRE,5,Machine,500,2500
Worm Illidan,LIGHT,5,Reptile,2000,1800
X-Saber Wayne,EARTH,5,Warrior,2100,400
XX-Saber Gardestrike,EARTH,5,Beast-Warrior,2100,1400
Yamadron,FIRE,5,Dragon,1600,1800
Zaborg the Thunder Monarch,LIGHT,5,Thunder,2400,1000
"Zefraxa, Flame Beast of the Nekroz",FIRE,5,Dragon,2000,1000
ZW - Eagle Claw,WIND,5,Winged Beast,2000,1200
ZW - Leo Arms,LIGHT,5,Beast,3000,1200
ZW - Lightning Blade,LIGHT,5,Beast,1200,2000
ZW - Tornado Bringer,WIND,5,Dragon,1300,1800
7 Colored Fish,WATER,4,Fish,1800,800
A Man with Wdjat,DARK,4,Spellcaster,1600,1600
A-Assault Core,LIGHT,4,Machine,1900,200
Abaki,FIRE,4,Fiend,1700,1100
Abare Ushioni,EARTH,4,Beast-Warrior,1200,1200
Absolute Crusader,EARTH,4,Warrior,1800,1200
Absorbing Kid from the Sky,LIGHT,4,Fairy,1300,1000
Abyss Actor - Curtain Raiser,DARK,4,Fiend,1100,1000
Abyss Actor - Leading Lady,DARK,4,Fiend,1500,1000
Abyss Actor - Sassy Rookie,DARK,4,Fiend,1700,1000
Abyss Actor - Wild Hope,DARK,4,Fiend,1600,1200
Abyss Dweller,WATER,4,Sea Serpent,1700,1400
Abyss Soldier,WATER,4,Aqua,1800,1300
Abyss Warrior,WATER,4,Aqua,1800,1800
Abyssal Kingshark,WATER,4,Fish,1700,600
Agido,EARTH,4,Fairy,1500,1300
Air Armor Ninja,WIND,4,Warrior,1400,1400
Alchemic Magician,DARK,4,Spellcaster,1500,1500
Alchemist of Black Spells,WIND,4,Spellcaster,1200,1800
Aleister the Invoker,DARK,4,Spellcaster,1000,1800
Alexandrite Dragon,LIGHT,4,Dragon,2000,100
Alien Hunter,WATER,4,Reptile,1600,800
Alien Hypno,WATER,4,Reptile,1600,700
Alien Kid,LIGHT,4,Reptile,1600,700
Alien Shocktrooper,EARTH,4,Reptile,1900,800
Alien Skull,WIND,4,Reptile,1600,1800
Alien Telepath,FIRE,4,Reptile,1600,1000
Alien Warrior,EARTH,4,Reptile,1800,1000
Alligator's Sword,EARTH,4,Beast,1500,1200
Ally of Justice Garadholg,DARK,4,Machine,1600,400
Ally of Justice Nullfier,DARK,4,Machine,1600,1200
Ally of Justice Quarantine,DARK,4,Machine,1700,1200
Ally of Justice Reverse Break,DARK,4,Machine,1200,1200
Ally of Justice Thousand Arms,DARK,4,Machine,1700,0
Alpha The Magnet Warrior,EARTH,4,Rock,1400,1700
Altitude Knight,WIND,4,Warrior,1400,1200
Amazon of the Seas,WATER,4,Fish,1300,1400
Amazoness Archer (Updated from: Amazon Archer),EARTH,4,Warrior,1400,1000
Amazoness Chain Master,EARTH,4,Warrior,1500,1300
Amazoness Fighter,EARTH,4,Warrior,1500,1300
Amazoness Paladin,EARTH,4,Warrior,1700,300
Amazoness Sage,EARTH,4,Warrior,1400,700
Amazoness Swords Woman,EARTH,4,Warrior,1500,1600
Amazoness Tiger,EARTH,4,Beast,1100,1500
Amazoness Trainee,EARTH,4,Warrior,1500,1300
Amorphage Envy,EARTH,4,Dragon,0,2050
Amorphage Greed,EARTH,4,Dragon,0,1950
Amorphage Pride,EARTH,4,Dragon,1750,0
Amorphage Wrath,EARTH,4,Dragon,1650,0
Amphibious Bugroth MK-3,WATER,4,Machine,1500,1300
Anarchist Monk Ranshin,EARTH,4,Spellcaster,1800,100
Ancient Dragon,LIGHT,4,Dragon,1400,1300
Ancient Elf,LIGHT,4,Spellcaster,1450,1200
Ancient Gear Box,EARTH,4,Machine,500,2000
Ancient Gear Gadget,EARTH,4,Machine,500,2000
Ancient Gear Knight,EARTH,4,Machine,1800,500
Ancient Gear Soldier,EARTH,4,Machine,1300,1300
Ancient Gear Wyvern,EARTH,4,Machine,1700,1200
Ancient Lizard Warrior,EARTH,4,Reptile,1400,1100
Angel Trumpeter,EARTH,4,Plant,1900,1600
Ape Fighter,DARK,4,Beast,1900,1200
Apocatequil,LIGHT,4,Thunder,1800,1200
Aqua Armor Ninja,WATER,4,Warrior,800,1600
Aqua Madoor,WATER,4,Spellcaster,1200,2000
Aqua Spirit,WATER,4,Aqua,1600,1200
Aquarian Alessa,WATER,4,Aqua,1500,500
Aratama,DARK,4,Fiend,800,1800
Arcana Force I - The Magician,LIGHT,4,Fairy,1100,1100
Arcana Force III - The Empress,LIGHT,4,Fairy,1300,1300
Arcana Force IV - The Emperor,LIGHT,4,Fairy,1400,1400
Arcana Force VI - The Lovers,LIGHT,4,Fairy,1600,1600
Arcana Force VII - The Chariot,LIGHT,4,Fairy,1700,1700
Archfiend Cavalry,DARK,4,Fiend,1900,0
Archfiend General,DARK,4,Fiend,2100,800
Archfiend Interceptor,DARK,4,Fiend,1400,1600
Archfiend Soldier,DARK,4,Fiend,1900,1500
Aria the Melodious Diva,LIGHT,4,Fairy,1600,1200
"Ariel, Priestess of the Nekroz",WATER,4,Psychic,1000,1800
Armageddon Knight,DARK,4,Warrior,1400,1200
Armed Samurai - Ben Kei,DARK,4,Warrior,500,800
Armed Sea Hunter,WATER,4,Sea Serpent,1800,400
